holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,month,weekday,hour,traffic_volume
none,286.93,0.0,0.0,90,Clouds,October,Wednesday,2,267
none,287.07,0.0,0.0,90,Clouds,October,Wednesday,3,358
none,286.56,0.0,0.0,75,Clouds,October,Wednesday,4,777
none,285.91,0.0,0.0,90,Clouds,October,Wednesday,5,2732
none,285.29,0.0,0.0,90,Clouds,October,Wednesday,6,5637
none,284.92,0.0,0.0,75,Clouds,October,Wednesday,7,5564
none,285.35,0.0,0.0,75,Clouds,October,Wednesday,8,6274
none,285.72,0.0,0.0,100,Rain,October,Wednesday,9,5403
none,285.72,0.0,0.0,100,Rain,October,Wednesday,9,5403
none,287.09,0.0,0.0,75,Clouds,October,Wednesday,10,4680
none,288.31,0.0,0.0,75,Clouds,October,Wednesday,11,4642
none,288.61,0.0,0.0,1,Clear,October,Wednesday,12,4979
none,290.32,0.0,0.0,1,Clear,October,Wednesday,13,4851
none,291.36,0.0,0.0,1,Clear,October,Wednesday,14,4291
none,292.01,0.0,0.0,1,Clear,October,Wednesday,15,4714
none,292.61,0.0,0.0,1,Clear,October,Wednesday,16,6723
none,292.65,0.0,0.0,1,Clear,October,Wednesday,17,6180
none,290.52,0.0,0.0,40,Clouds,October,Wednesday,18,4843
none,288.35,0.0,0.0,40,Clouds,October,Wednesday,19,3435
none,286.72,0.0,0.0,40,Clouds,October,Wednesday,20,2921
none,285.49,0.0,0.0,40,Clouds,October,Wednesday,21,2763
none,284.22,0.0,0.0,20,Clouds,October,Wednesday,22,1930
none,283.8,0.0,0.0,20,Clouds,October,Wednesday,23,1160
none,283.72,0.0,0.0,20,Clouds,October,Thursday,0,654
none,282.8,0.0,0.0,40,Clouds,October,Thursday,1,374
none,282.32,0.0,0.0,99,Mist,October,Thursday,2,301
none,282.38,0.0,0.0,99,Mist,October,Thursday,3,397
none,282.76,0.0,0.0,90,Clouds,October,Thursday,4,794
none,282.88,0.0,0.0,99,Mist,October,Thursday,5,2564
none,284.18,0.0,0.0,75,Clouds,October,Thursday,6,5358
none,284.69,0.0,0.0,90,Clouds,October,Thursday,7,6441
none,285.0,0.0,0.0,90,Clouds,October,Thursday,8,5536
none,286.9,0.0,0.0,99,Rain,October,Thursday,9,5256
none,288.35,0.0,0.0,90,Clouds,October,Thursday,10,4619
none,289.59,0.0,0.0,90,Clouds,October,Thursday,11,5107
none,288.27,0.0,0.0,99,Rain,October,Thursday,12,5147
none,286.41,0.0,0.0,90,Clouds,October,Thursday,13,5283
none,285.96,0.0,0.0,90,Clouds,October,Thursday,14,5704
none,287.04,0.0,0.0,90,Clouds,October,Thursday,15,5887
none,287.18,0.0,0.0,90,Clouds,October,Thursday,16,6307
none,286.94,0.0,0.0,90,Clouds,October,Thursday,17,5953
none,286.01,0.0,0.0,90,Clouds,October,Thursday,18,4519
none,284.67,0.0,0.0,100,Drizzle,October,Thursday,19,3427
none,283.44,0.0,0.0,100,Rain,October,Thursday,20,2921
none,282.51,0.0,0.0,100,Drizzle,October,Thursday,21,2649
none,281.9,0.0,0.0,90,Clouds,October,Thursday,22,2005
none,281.85,0.0,0.0,90,Clouds,October,Thursday,23,1177
none,281.28,0.0,0.0,90,Clouds,October,Friday,0,699
none,280.97,0.0,0.0,87,Mist,October,Friday,1,436
none,280.44,0.0,0.0,87,Drizzle,October,Friday,2,353
none,280.44,0.0,0.0,87,Mist,October,Friday,2,353
none,280.02,0.0,0.0,87,Mist,October,Friday,3,399
none,279.79,0.0,0.0,87,Drizzle,October,Friday,4,720
none,279.79,0.0,0.0,87,Mist,October,Friday,4,720
none,279.79,0.0,0.0,87,Rain,October,Friday,4,720
none,279.79,0.0,0.0,87,Drizzle,October,Friday,4,720
none,279.74,0.0,0.0,87,Mist,October,Friday,5,2370
none,279.74,0.0,0.0,87,Rain,October,Friday,5,2370
none,279.65,0.0,0.0,87,Drizzle,October,Friday,6,5162
none,279.65,0.0,0.0,87,Mist,October,Friday,6,5162
none,279.65,0.0,0.0,87,Rain,October,Friday,6,5162
none,279.45,0.0,0.0,91,Mist,October,Friday,7,5777
none,279.45,0.0,0.0,91,Rain,October,Friday,7,5777
none,279.22,0.0,0.0,91,Drizzle,October,Friday,8,5235
none,279.22,0.0,0.0,91,Mist,October,Friday,8,5235
none,279.22,0.0,0.0,91,Rain,October,Friday,8,5235
none,279.35,0.0,0.0,91,Rain,October,Friday,9,4606
none,279.35,0.0,0.0,91,Mist,October,Friday,9,4606
none,279.92,0.0,0.0,91,Mist,October,Friday,10,4328
none,280.44,0.0,0.0,90,Clouds,October,Friday,11,4282
none,281.0,0.0,0.0,90,Clouds,October,Friday,12,4489
none,281.51,0.0,0.0,90,Clouds,October,Friday,13,4908
none,281.93,0.0,0.0,92,Mist,October,Friday,14,5620
none,281.94,0.0,0.0,92,Mist,October,Friday,15,5849
none,281.94,0.0,0.0,92,Drizzle,October,Friday,15,5849
none,282.27,0.0,0.0,92,Rain,October,Friday,16,4945
none,282.41,0.0,0.0,92,Rain,October,Friday,17,4619
